死机	-1.68
卡死机	-1.69
老死机	-1.7
卡死了	-1.71
卡爆	-1.72
烦死	-1.73
亏死	-1.74
花屏	-1.75
强退	-1.76
退不了	-1.77
一问三不知	-1.78
不爽	-1.79
后悔	-1.8
严重	-1.81
真差	-1.82
欺客	-1.83
亏	-1.84
亏大发	-1.85
亏大	-1.86
好坑	-1.87
坑货	-1.88
真心坑	-1.89
坑死	-1.9
唉	-1.91
真坑	-1.92
巨坑	-1.93
超差	-1.94
奇差	-1.95
贼差	-1.96
辣鸡	-1.97
真尼玛	-1.98
真尼妈	-1.99
